user;month;x_f1;x_f2;x_f3;
dom4_5;8;60.25899994;88.83099991;90.83399991;239.9239998
dom4_5;9;59.72199998;67.71400004;59.06299998;186.499
dom4_5;10;195.577;111.5999999;100.607;407.7839999
dom4_5;11;82.49899994;78.82799999;90.07700007;251.404
dom4_5;12;70.47199995;77.143;78.74900006;226.364
dom4_6;1;26.061;19.73900004;46.63299996;92.433
dom4_6;2;28.04900001;22.42500002;30.28499996;80.75899999
dom4_6;3;22.84300002;24.547;28.80099999;76.19100001
dom4_6;4;31.58799999;29.22899995;31.42099996;92.2379999
dom4_6;5;28.10000003;27.40299999;39.42299999;94.92600001
dom4_6;6;34.45500002;32.15499997;44.42800002;111.038
dom4_6;7;33.67100003;35.40899997;46.455;115.535
dom4_6;8;30.29699996;22.70699996;41.86699998;94.8709999
dom4_6;9;25.92500003;26.44099996;37.40300001;89.769
dom4_6;10;25.57600003;25.24400004;30.63450001;81.45450008
dom4_6;11;25.98599999;24.17200001;31.449;81.607
dom4_6;12;35.24300003;29.52200003;38.87000004;103.6350001
dom2_6;1;15.55900002;13.55699999;27.15599999;56.272
dom2_6;2;20.17599999;18.98299998;22.63400003;61.793
dom2_6;3;26.95100002;20.90900002;29.66549997;77.52550001
dom2_6;4;9.377000003;10.55699999;23.676;43.60999999
dom2_6;5;13.094;12.54600001;20.71099999;46.351
dom2_6;6;10.52800001;11.75399999;19.059;41.341
dom2_6;7;11.50399999;12.513;17.287;41.30399999
dom2_6;8;25.60699997;17.21000002;22.449;65.26599999
dom2_6;9;17.38299998;16.78599999;18.18999998;52.35899995
dom2_6;10;16.46500001;19.12500001;23.38449998;58.9745
dom2_6;11;13.38699998;17.63699999;22.27499998;53.29899995
dom2_6;12;22.06200001;14.03099999;20.735;56.828
dom2_1;1;51.51700006;44.49299994;39.50799999;135.518
dom2_1;2;38.48500003;46.80699999;31.29799999;116.59
dom2_1;3;33.92800002;52.05599997;37.54700002;123.531
dom2_1;4;26.80699995;51.84700004;38.14300001;116.797
dom2_1;5;27.36199995;46.92599998;44.12599995;118.4139999
dom2_1;6;31.15799996;36.18099996;35.88499998;103.2239999
dom2_1;7;32.96199995;46.82600002;31.47800003;111.266
dom2_1;8;26.406;25.973;22.961;75.34
dom2_1;9;33.37799996;55.34799999;40.38800005;129.114
